Date,Preference,US.Weather.Impact.Rating,Net.Trust,NPS,EventsCamp/Vend_Campaign_Flag,Visits_Critical_Event_Flag,SEM_Google_Spend,Preload_IronSource_Aura_Spend,Programmatic_Bidease_Spend,Preload_Digital_Turbine_Spend,Programmatic_Tapjoy_Spend,SEM_Apple_Search_Ads_Spend,Programmatic_LiftOff_Spend,Programmatic_IronSource_Sonic_Spend,Programmatic_Persona.ly_Spend,Twitter_TikTok_Combined_Spend,Brand_Spend,Influencer_Spend,SEM_Google_Impressions,Preload_IronSource_Aura_impressions,Programmatic_Bidease_Clicks,Preload_Digital_Turbine_launches,Programmatic_Tapjoy_Clicks,SEM_Apple_Search_Ads_Impressions,Programmatic_LiftOff_Impressions,Programmatic_IronSource_Sonic_Impressions,Programmatic_Persona.ly_Clicks,Twitter_TikTok_Combined_Impressions,Brand_Impressions,Influencer_Daily_Impressions,OrganicSearch_Google_Clicks,SocialEng_Twitter_Total_Engagements,SocialEng_Facebook_Estimated_Clicks,SocialEng_LinkedIn_Impressions,SocialEng_TikTok_Impressions,SocialEng_YouTube_Estimated_Clicks,SocialEng_Instagram_Estimated_Clicks,OrganicSearch_Google_Clicks_Paid_Spend,SocialEng_Facebook_Estimated_Clicks_Paid_Spend,SocialEng_YouTube_Estimated_Clicks_Paid_Spend,SocialEng_Instagram_Estimated_Clicks_Paid_Spend,SocialEng_Twitter_Total_Engagements_Paid_Spend,SocialEng_LinkedIn_Impressions_Paid_Spend,SocialEng_TikTok_Impressions_Paid_Spend,Overall_Web_Visits
19-04-2022,0.27,0.25,0.67,0.72,0,0,0.133764891,0.351689669,0.094576611,0,0.043023256,0.059241515,0.037994035,0,0.098934462,0.003564344,0,0,0.040261195,0.254146606,0.001543402,0,0.158687943,0.144026414,0.00939033,0,0.065665346,0.008654853,0,0,0.097827535,0.034156867,0.040705501,0.048777551,0.001241855,0,0,0.018946426,0.007739476,0,0,0.010515328,0.019403004,0.000727197,14317921
20-04-2022,0.27,0.166666667,0.67,0.72,0,0,0.127892651,0.326044208,0.0966401,0,0.044573643,0.067079738,0.03802998,0,0.098381107,0.003239179,0,0,0.039911697,0.242196046,0.001324853,0,0.14893617,0.142597391,0.009116982,0,0.065551344,0.007884822,0,0,0.091182363,0.026065379,0.069477052,0.035857596,0.000312123,0,0,0.018093873,0.013333205,0,0,0.008099227,0.014396763,0.000184477,13375337
21-04-2022,0.27,0.166666667,0.67,0.72,0,0,0.142694285,0.323737907,0.082883503,0,0.031395349,0.068270964,0.038000695,0,0.097586776,0.002775463,0,0,0.041125495,0.225215237,0.001072681,0,0.138297872,0.129357838,0.00903435,0,0.062786787,0.006976031,0,0,0.102822102,0.021188909,0.01067552,0.207967627,0.00025338,0.202380952,0,0.021986013,0.002128721,0.045962105,0,0.006841079,0.086759277,0.000155605,13915938
22-04-2022,0.27,0.25,0.67,0.72,0,0,0.139337687,0.329251787,0.078068693,0,0.036046512,0.075147343,0.037995669,0,0.094748602,0.003008301,0,0,0.041982317,0.227246683,0.001255438,0,0.15070922,0.134066807,0.008691858,0,0.064354319,0.007643901,0,0,0.094902279,0.042183623,0.007257923,0.416130454,0.000293803,0,0,0.021441941,0.001480289,0,0,0.013930423,0.177563676,0.00018455,15800084
23-04-2022,0.27,0.333333333,0.67,0.72,0,0,0.157974052,0.327027421,0.092169206,0,0.047674419,0.07023263,0.038019622,0,0.095739285,0.002189752,0,0,0.049328081,0.242047222,0.001283096,0,0.191489362,0.124142587,0.009446747,0,0.064354319,0.005156926,0,0,0.048014705,0.028784119,0.035359612,0.000991775,0,0,0,0.013292975,0.007457388,0,0,0.009829208,0.000437606,0,12886606
24-04-2022,0.27,0.25,0.67,0.72,0,0,0.177552197,0.283996698,0.101110995,0,0.038372093,0.077858047,0.03801164,0,0.235916521,0.007588699,0,0,0.052153194,0.226361181,0.001456091,0,0.169326241,0.15116336,0.008703255,0,0.101775586,0.015142181,0,0,0.059895173,0.006710541,0.021698978,0.000165393,0,0,0,0.019441805,0.005008385,0,0,0.002507854,7.99E-05,0,12908841
25-04-2022,0.27,0.166666667,0.67,0.72,0,0,0.16906996,0.287850649,0.082883503,0,0.044186047,0.07568659,0.037994164,0,0.226741543,0.007487446,0,0,0.05109722,0.24302946,0.001409995,0,0.184397163,0.1418543,0.008370641,0,0.111408784,0.017804509,0,0,0.106503671,0.02621642,0.021455096,0.029235731,0.000300803,0,0,0.028059738,0.004774979,0,0,0.009447147,0.013612736,0.00020618,14466593
26-04-2022,0.27,0.083333333,0.67,0.72,0,0,0.145490949,0.315905587,0.086322652,0,0.031782946,0.053230222,0.037951844,0,0.407036994,0.010954164,0,0,0.045962978,0.280242881,0.001761409,0,0.149822695,0.123995601,0.008159029,0,0.17513609,0.025927202,0,0,0.091136492,0.032516992,0.047605731,0.021409653,0.000530972,0,0,0.019346644,0.009413611,0,0,0.01041103,0.008857214,0.000323364,13316778
27-04-2022,0.27,0,0.67,0.72,0,0,0.119963488,0.346175789,0.10076708,0,0.038372093,0.051947966,0.035444254,0,0.286155771,0.002412879,0,0,0.038791963,0.303876119,0.001802625,0,0.141843972,0.134401607,0.008128636,0,0.120785476,0.005046377,0,0,0.05594939,0.025267019,0.033662194,0.014860257,0.000493849,0.119047619,0,0.009455646,0.006085744,0.024512781,0,0.00739625,0.00562067,0.000274972,11885986
28-04-2022,0.27,0.083333333,0.67,0.72,0,0,0.169736095,0.370012624,0.10076708,0,0.026356589,0.042219214,0.037765758,0,0.194066842,0.002099838,0,0,0.049702375,0.303712413,0.001635594,0,0.12322695,0.098145265,0.011874586,0,0.081141163,0.004307604,0,0,0.075543447,0.027662099,0.114110677,0.02970532,0.000314612,0.035714286,0,0.016584271,0.022709107,0.008094991,0,0.008913438,0.012367973,0.000192829,14306614
29-04-2022,0.27,0.166666667,0.67,0.72,0,0,0.240713462,0.483385529,0.125872871,0,0.029844961,0.04059032,0.037950076,0,0.177376951,0.003040114,0,0,0.063920428,0.328945508,0.001997855,0,0.112588652,0.097168086,0.009152314,0,0.071878474,0.005967366,0,0,0.096108124,0.049174668,0.041030677,0.008513074,0.000334746,0,0,0.031688585,0.010225167,0,0,0.019842184,0.004438525,0.000256921,14656076
30-04-2022,0.27,0.166666667,0.67,0.72,0,0,0.282425539,0.616911256,0.150290832,0,0.049612403,0.074542989,0.037970637,0,0.230963104,0.003114288,0,0,0.073822883,0.348627471,0.002276058,0,0.177304965,0.187240054,0.011353534,0,0.098726024,0.005758466,0,0,0.104139137,0.018772252,0.026261194,0,0,0,0,0.049857568,0.008403713,0,0,0.009726564,0,0,16094209
01-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.295660291,0.44082517,0.126560701,0,0.051162791,0.09164999,0.036795879,0,0.226429166,0.005905064,0,0,0.074837137,0.283197035,0.002187662,0,0.22429078,0.147537726,0.014843042,0,0.098697523,0.012096362,0,0,0.09090035,0.016722408,0.036166048,4.03E-05,0,0,0,0.046758359,0.011748519,0,0,0.008795635,2.74E-05,0,14363976
02-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.305572763,0.471796366,0.118306742,0,0.03875969,0.0839878,0.03682681,0,0.212854126,0.009026984,0,0,0.086153329,0.311361962,0.002405669,0,0.14893617,0.154876097,0.015764143,0,0.08439023,0.024214834,0,0,0.12459978,0.081475887,0.009797546,0.01723625,0.000315942,0.083333333,0,0.057581205,0.003187065,0.030874002,0,0.04291301,0.011730239,0.000316522,14938182
03-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.276817104,0.638150468,0.125185041,0,0.037596899,0.091229806,0.025525379,0,0.249795013,0.055665111,0,0,0.072986527,0.298473811,0.002241892,0,0.139184397,0.14642445,0.024136304,0,0.088978824,0.184801553,0,0,0.132659783,0.031049736,0.167312683,0.025108791,0.00036264,0,0,0.063518873,0.056621773,0,0,0.017013702,0.01777751,0.000377966,16029726
04-05-2022,0.27,0.25,0.67,0.72,0,0,0.290903565,0.669595062,0.149259088,0,0.029844961,0.071049789,0.036841623,0,0.217236338,0.224794251,0,0,0.076062349,0.38812534,0.002651875,0,0.130319149,0.142989352,0.021263206,0,0.085644256,0.484542944,0,0,0.132706204,0.062768368,0.120971885,0.010508605,0.000502542,0,0,0.070057105,0.044010419,0,0,0.036974151,0.007998465,0.000563075,15721810
05-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.267111896,0.705424663,0.142724704,0,0.028294574,0.075752301,0.036843648,0,0.17025474,0.242700157,0,0,0.068509562,0.443740838,0.002670856,0,0.114361702,0.150569976,0.021797365,0,0.063128794,0.451167018,0,0,0.163152128,0.030747653,0.070800518,0.030923268,0.068088735,0.226190476,0,0.079599797,0.025437613,0.092558189,0,0.017887029,0.023244265,0.075342157,16557418
06-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.306889945,0.714889601,0.103862314,0,0.029844961,0.080866858,0.035422365,0,0.167996696,0.245867484,0,0,0.079155489,0.286426514,0.001713144,0,0.125886525,0.146086928,0.016454257,0,0.064610825,0.429366729,0,0,0.176360639,0.036897184,0.031142082,0.013689063,0.000402113,0,0,0.091473093,0.011940255,0,0,0.022905801,0.010980704,0.000474829,18694777
07-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.226129652,0.704747946,0.061560776,0,0.041860465,0.052761508,0.036849816,0,0.193245735,0.24477449,0,0,0.063143109,0.337629384,0.001618241,0,0.165780142,0.122983037,0.030360622,0,0.075042038,0.416358527,0,0,0.073510465,0.009537167,0.118240409,0.005942759,0,0,0,0.038099545,0.036550079,0,0,0.004773403,0.003843271,0,13550119
08-05-2022,0.27,0.25,0.67,0.72,0,0,0.183667224,0.706896447,0.057777711,0,0.037596899,0.037326504,0.037054904,0,0.288324564,0.240072522,0,0,0.054126994,0.346454642,0.001652948,0,0.15070922,0.118510877,0.03777122,0,0.097586001,0.42600756,0,0,0.038264465,0.001575143,0.004058193,0.000106658,0,0,0,0.02156022,0.00110946,0,0,0.000697245,6.10E-05,0,11701223
09-05-2022,0.27,0.25,0.67,0.72,0,0,0.182233277,0.716391731,0.055714222,0,0.035271318,0.036745962,0.036841399,0,0.308147157,0.253094131,0,0,0.053444527,0.310297871,0.001612818,0,0.12677305,0.11119156,0.012345679,0,0.082110183,0.455370934,0,0,0.066611169,0.032516992,0.145542166,0.018808362,0.000640491,0,0,0.029556635,0.040101998,0,0,0.014506875,0.010842232,0.000543517,13597198
10-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.172727271,0.719553791,0.059153371,0,0.030620155,0.03717097,0.082136974,0,0.299355958,0.429655731,0,0,0.049976307,0.298927724,0.001710975,0,0.124113475,0.128818892,0.049343775,0,0.087639297,0.548202471,0,0,0.061174227,0.085338224,0.263281804,0.045986906,0.003536736,0,0,0.035037975,0.082328516,0,0,0.043207522,0.030085287,0.003406081,12673627
11-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.206717316,0.705846473,0.056058137,0,0.026744186,0.051028322,0.123878121,0,0.245992931,0.370136099,0,0,0.053518914,0.320499751,0.001561298,0,0.102836879,0.148523071,0.067007867,0,0.069142417,0.439258208,0,0,0.088114541,0.051699212,0.115229281,0.043670233,0.000643758,0,0,0.049276408,0.039270961,0,0,0.028528499,0.031137569,0.0006757,14217901
12-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.194663011,0.701643543,0.054682477,0,0.034496124,0.070259456,0.123990122,0.001664469,0.153573774,0.400901369,0,0,0.051303062,0.305892683,0.001440907,0,0.127659574,0.117446595,0.05976842,8.25E-06,0.052441075,0.518351918,0,0,0.113314711,0.033444816,0.135464969,0.017319824,0.000579726,0,0,0.060830654,0.04796068,0,0,0.019172267,0.012828986,0.000632126,15198999
13-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.200263734,0.697892769,0.052618987,0,0.034108527,0.073193816,0.123747481,0,0.10171016,0.39286472,0,0,0.055277033,0.511515251,0.001306415,0,0.128546099,0.106477147,0.049711531,0,0.044460911,0.459588574,0,0,0.132303093,0.025655411,0.089859069,0.017759898,0.000179704,0,0,0.067949397,0.03200333,0,0,0.01479444,0.013233181,0.000197112,15824547
14-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.23257031,0.683050508,0.06603167,0,0.046899225,0.075390592,0.122779061,0,0.125102783,0.408122483,0,0,0.062295732,0.480842641,0.001349257,0,0.182624113,0.110766936,0.051665808,0,0.051985066,0.493853468,0,0,0.104421883,0.005631675,0.026183152,0,0,0,0,0.063530236,0.009930229,0,0,0.003458289,0,0,15195807
15-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.255165567,0.563471833,0.058465541,0,0.054651163,0.083478393,0.12371873,0,0.144496972,0.410987303,0,0,0.067272543,0.413172405,0.001374203,0,0.205673759,0.116371426,0.066762823,0,0.064040813,0.495794559,0,0,0.112729036,0.004509656,0.033350026,0.000205427,0,0,0,0.068926572,0.012973342,0,0,0.002840439,0.000167187,0,15549431
16-05-2022,0.27,0.25,0.67,0.72,0,0,0.180088415,0.485886044,0.047116348,0,0.039922481,0.096734707,0.123776745,0,0.259086017,0.397019495,0,0,0.054356451,0.394242003,0.001370949,0,0.14893617,0.18891133,0.043097612,0.001048054,0.113802833,0.476646686,0,0,0.17514874,0.045851764,0.160292138,0.026037448,0.004006735,0,0,0.081785618,0.056499347,0,0,0.026168183,0.019200836,0.004349554,19572050
17-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.133880643,0.476575871,0.050211582,0,0.036821705,0.05898832,0.123805122,0.066316279,0.222020178,0.40967755,0,0,0.042160215,0.426387969,0.001280384,0,0.137411348,0.124172528,0.036461658,0.061195606,0.093909425,0.52650282,0,0,0.065857975,0.034437372,0.042565507,0.017024103,0.000163095,0,0,0.033257187,0.012595929,0,0,0.016500181,0.010539673,0.00014864,12360613
18-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.154734665,0.471156064,0.06740733,0,0.029069767,0.061942875,0.123785029,0.293252612,0.191076942,0.408661586,0,0,0.045472185,0.425569438,0.0011242,0,0.122340426,0.112838338,0.041618418,0.144000099,0.090403853,0.500326311,0,0,0.10078123,0.041557881,0.176050155,0.017868017,0.000566055,0.05952381,0,0.049115441,0.056578274,0.02178736,0,0.021624845,0.012013794,0.000560267,15199540
19-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.196283359,0.435092798,0.062248606,0,0.032945736,0.0642135,0.123792187,0.284126247,0.178198058,0.400566188,0,0,0.053502777,0.402821702,0.001266284,0,0.132978723,0.116902206,0.043625502,0.170040519,0.082794197,0.488797942,0,0,0.146499656,0.038752832,0.120376814,0.049790073,0.001255923,0.321428571,0,0.068653798,0.040983344,0.124637761,0,0.02136261,0.035464826,0.001316893,16942401
20-05-2022,0.27,0.333333333,0.67,0.72,0,0,0.223516953,0.411847711,0.053994647,0,0.034883721,0.092936165,0.123741821,0.310380744,0.196351661,0.40165906,0,0,0.058856243,0.431708424,0.001044481,0,0.125886525,0.135653703,0.042568962,0.220891753,0.084561234,0.477889411,0,0,0.218087962,0.075240047,0.143087089,0.021724075,0.000522382,0,0,0.10636544,0.054540466,0,0,0.04643589,0.017324081,0.000613239,20707034
21-05-2022,0.27,0.25,0.67,0.72,0,0,0.303917374,0.425773521,0.076005204,0,0.037596899,0.103405515,0.123741137,0.099766541,0.244948697,0.401290333,0,0,0.079411316,0.477337838,0.001094915,0,0.166666667,0.144924656,0.044265277,0.075579524,0.08632827,0.491882644,0,0,0.180286973,0.01702449,0.012818428,0,0,0,0,0.106946807,0.005506087,0,0,0.011840464,0,0,20877642
22-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.25391139,0.425542891,0.065687755,0,0.048062016,0.104584082,0.123827297,0.026597517,0.266217152,0.394721438,0,0,0.070296019,0.477613162,0.001096542,0,0.190602837,0.117795005,0.047856222,0.039698128,0.093424915,0.482927402,0,0,0.130997618,0.01031395,0.082080865,0,0,0,0,0.078182289,0.032669974,0,0,0.006646885,0,0,17745399
23-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.242461207,0.035401721,0.059841201,0,0.040697674,0.101509259,0.12373745,0.026295515,0.273401838,0.401477662,0,0,0.067885346,0.004561453,0.001126911,0,0.162234043,0.129093809,0.049494601,0.043861459,0.092484396,0.467794369,0,0,0.132639049,0.03005718,0.213903865,0.023882953,0.000504962,0,0,0.067482009,0.075695186,0,0,0.017222023,0.017681869,0.00055034,15837848
24-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.208611872,0.221638566,0.069814735,0,0.029844961,0.154465185,0.12382151,0.079926495,0.262584647,0.407623051,0,0,0.063870443,0.190063027,0.001238084,0,0.122340426,0.145134246,0.046801012,0.11237281,0.092769402,0.516881996,0,0,0.152075862,0.041428417,0.437273596,0.026440703,0.000767052,0,0,0.088367344,0.177175252,0,0,0.027179062,0.022413688,0.000957188,16808287
25-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.206806745,0.482487285,0.067063415,0,0.032945736,0.169209628,0.123815153,0.113215681,0.279363788,0.417867732,0,0,0.061923406,0.474859919,0.001193073,0,0.133865248,0.154236439,0.049166735,0.128200896,0.093253912,0.521368004,0,0,0.154750297,0.019095911,0.002601406,0.005653175,0,0.047619048,0,0.100625771,0.001158641,0.024155841,0,0.013771066,0.005267733,0,17214428
26-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.198863861,0.491117706,0.067751245,0,0.029844961,0.131425261,0.123955362,0.173110872,0.256372794,0.542104503,0,0,0.059927566,0.466347191,0.0011665,0,0.136524823,0.146364567,0.049773457,0.175606757,0.087553795,0.607908151,0,0,0.161575466,0.03085554,0.037704129,0.003958333,0.00091181,0,0,0.099481254,0.01624844,0,0,0.02152991,0.003568827,0.00121018,17149034
27-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.191086865,0.408036245,0.053650732,0,0.051550388,0.127999279,0.123773169,0.188084965,0.203000842,0.543143586,0,0,0.056005941,0.411766019,0.001118777,0,0.216312057,0.154459639,0.041908862,0.215069691,0.075412546,0.48933239,0,0,0.166493888,0.032344374,0.191645584,2.45E-05,0.000640388,0.095238095,0,0.096674509,0.079363238,0.044919185,0,0.021687307,2.13E-05,0.000816745,19140127
28-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.138967351,0.367636527,0.045396773,0,0.058914729,0.112988679,0.123764727,0.320132817,0.206312045,0.534269956,0,0,0.042962723,0.400626549,0.001040143,0,0.242021277,0.143473858,0.043534323,0.190770526,0.075241542,0.494734812,0,0,0.07564638,0.016031934,0.040032388,0,0,0,0,0.051444902,0.014902822,0,0,0.009663385,0,0,13141256
29-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.124276733,0.201974315,0.052618987,0,0.067054264,0.100973026,0.123759389,0.29405614,0.212354322,0.554978419,0,0,0.041282927,0.229828778,0.001104135,0,0.263297872,0.135656425,0.043616194,0.195981911,0.075726052,0.506533072,0,0,0.036599364,0.007810983,0.051849275,7.54E-05,0,0,0,0.032158743,0.017690588,0,0,0.004315107,5.38E-05,0,11871397
30-05-2022,0.27,0.25,0.67,0.72,0,0,0.148368858,0.013728561,0.043677198,0,0.081782946,0.122917878,0.123771525,0.335667858,0.240611111,0.559235743,0,0,0.048469291,0.000364619,0.001080815,0,0.317375887,0.147515951,0.048191876,0.192016637,0.089662838,0.585844832,0,0,0.055301331,0.008005179,0.022170483,0.007159538,0,0,0,0.041918134,0.007994547,0,0,0.004673864,0.00540125,0,13229040
31-05-2022,0.27,0.166666667,0.67,0.72,0,0,0.129218,0.135495187,0.038518474,0,0.059689922,0.116071038,0.067463104,0.345099847,0.247260292,0.590153365,0,0,0.042185011,0.163497957,0.001041769,0,0.22251773,0.154941424,0.022222298,0.186322487,0.106563685,0.569386734,0,0,0.105206819,0.027813141,0.049270631,0.043898452,0.005107911,0,0,0.056262015,0.017067098,0,0,0.0155994,0.031813487,0.005449262,14269092
01-06-2022,0.27,0.166666667,0.67,0.72,0,0,0.153812704,0.147724652,0.048148093,0,0.053875969,0.125996921,0.06944298,0.32845516,0.212961227,0.595356376,0,0,0.047684101,0.18298645,0.0010537,0,0.216312057,0.174436012,0.026555975,0.192668576,0.094707442,0.553538563,0,0,0.151254963,0.046973784,0.171926927,0.081220917,0.001790818,0,0,0.078517718,0.06370892,0,0,0.028183713,0.062967254,0.002043764,16987702
02-06-2022,0.27,0.25,0.67,0.72,0,0,0.151828158,0.145967615,0.067063415,0,0.044573643,0.130996636,0.069370447,0.335667858,0.238772545,0.563515092,0,0,0.046803664,0.195896925,0.001281469,0,0.190602837,0.167489602,0.024387237,0.147589889,0.102630604,0.538627391,0,0,0.163406984,0.053986406,0.078832359,0.029357,0.000587624,0,0,0.083088705,0.029257152,0,0,0.032441302,0.022794482,0.000671661,16827499
03-06-2022,0.27,0.583333333,0.67,0.72,0,0,0.134970055,0.145588289,0.067063415,0,0.037209302,0.123634061,0.069393364,0.334835624,0.246921139,0.553980936,0,0,0.046455346,0.195547188,0.001629629,0,0.144503546,0.159691222,0.021814841,0.166624029,0.097129991,0.496584413,0,0,0.140242182,0.026151688,0.042676066,0.013352725,0.003591297,0.476190476,0,0.070000784,0.015083558,0.191690566,0,0.014965991,0.009873698,0.003909252,15163718
04-06-2022,0.27,0.583333333,0.67,0.72,0,0,0.109262707,0.14353386,0.056402052,0,0.050387597,0.106470392,0.069390261,0.213329407,0.246671237,0.548191883,0,0,0.040261195,0.183909158,0.001418672,0,0.211879433,0.160891601,0.023083753,0.168571594,0.092113888,0.47835448,0,0,0.077382304,0.021793074,0.025084058,0.000237862,0,0,0,0.040530524,0.00790973,0,0,0.011126759,0.000156921,0,12394825
05-06-2022,0.27,0.166666667,0.67,0.72,0,0,0.106681634,0.145618635,0.056745966,0,0.060077519,0.08237247,0.069267784,0.872652719,0.251571103,0.567697618,0,0,0.040449719,0.184318424,0.001237542,0,0.245567376,0.182751562,0.025713706,0.380084504,0.087439793,0.535224765,0,0,0.053576048,0.007918869,0.038715426,0.195251637,0,0,0,0.035562817,0.012721061,0,0,0.004212974,0.134222249,0,11825601
06-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.115704703,0.144990471,0.044365028,0,0.058139535,0.092821926,0.069323883,0.693665263,0.25946087,0.553613568,0.045725468,0,0.041370695,0.206976865,0.001462056,0,0.218085106,0.21914128,0.025933866,0.34459097,0.099780546,0.520298345,0.182927665,0,0.108605275,0.0382134,0.040497389,0.035636682,0.00031971,0,0,0.096313563,0.020779278,0,0,0.031747199,0.038255264,0.000505222,15511125
07-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.10956578,0.145293932,0.040238049,0,0.063565891,0.060664537,0.069326592,0.493945023,0.244805896,0.557897642,0,0,0.038230326,0.205994627,0.001286349,0,0.255319149,0.16428587,0.023437832,0.274532296,0.09171488,0.533356866,0,0,0.116772982,0.025720142,0.430776585,0.020224432,0.002943962,0.071428571,0,0.046044353,0.123982324,0.023414251,0,0.01198581,0.01217796,0.002609533,15860154
08-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.121106445,0.14677482,0.034391495,0,0.060852713,0.096246099,0.058850219,0.356598702,0.251767455,0.53985816,0.117496435,0,0.045043577,0.197102398,0.000989166,0,0.231382979,0.178938114,0.019818014,0.212206112,0.095505458,0.428447265,0.464008407,0,0.149272255,0.04731902,0.158080943,0.013956147,0.002819251,0,0,0.190340958,0.123713239,0,0,0.0599596,0.022850342,0.00679506,18250897
09-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.056540614,0.146984208,0.03542324,0,0.062403101,0.076731626,0.058642658,0.380342659,0.231748511,0.5084655,0.149740753,0,0.021568539,0.191528943,0.001183854,0,0.232269504,0.161180128,0.020147399,0.232205782,0.084789238,0.399420875,0.59127714,0,0.107080355,0.024792318,0.093959535,0.029160048,0.001555689,0,0,0.174270364,0.080113984,0,0,0.034227165,0.052017111,0.004085198,14666780
10-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.026663325,0.142987631,0.052618987,0,0.065891473,0.064535722,0.058585891,0.329330976,0.147576124,0.455879801,0.134901164,0,0.0135899,0.192801387,0.001522795,0,0.230496454,0.14996026,0.020790023,0.185468364,0.053353094,0.333025066,0.532675819,0,0.114896878,0.02246197,0.020768976,0.014188749,0.009947959,0,0,0.15684779,0.0156321,0,0,0.027373883,0.022342763,0.023059989,14713686
11-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.027673786,0.144259131,0.050899412,0,0.033333333,0.072500843,0.058620914,0.243828899,0,0.473658669,0.137515839,0,0.014573454,0.189423084,0.001436568,0,0.210106383,0.173483331,0.020201727,0.138788714,5.70E-05,0.344494729,0.543022346,0,0.1063745,0.011047578,0.021910343,0,0,0,0,0.153354755,0.016755048,0,0,0.01367886,0,0,15361800
12-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.027177963,0.144690045,0.067751245,0,0.029844961,0.094243139,0.058576615,0.197999795,0,0.500361585,0.076254759,0,0.015425554,0.188187846,0.001641017,0,0.214539007,0.183347669,0.019972259,0.124916445,5.70E-05,0.370567552,0.480039515,0,0.10638349,0.004790161,0.193668178,0.000322604,0,0,0,0.102371735,0.105381509,0,0,0.004220293,0.000367254,0,15486491
13-06-2022,0.27,0.333333333,0.67,0.72,1,0,0.037641584,0.169133802,0.059841201,0,0.035271318,0.100752082,0.058613676,0.199963113,0,0.500676634,0,0,0.021626789,0.236176118,0.001597633,0,0.208333333,0.212420791,0.021049504,0.127561336,0,0.401826272,0,0,0.148084758,0.044967095,0.110159791,0.018940735,0.000307508,0,0,0.045574093,0.027942838,0,0,0.01846837,0.01005159,0.00024023,19846048
14-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.038774672,0.172216962,0.059497286,0,0.055813953,0.101407076,0.05861198,0.350181187,0,0.485232339,0,0,0.021613801,0.262309598,0.001386134,0,0.216312057,0.176278771,0.019559482,0.254899857,0,0.388905747,0,0,0.11079807,0.056165714,0.050077067,0.017095988,0.001709953,0,0,0.037873668,0.01303307,0,0,0.023668211,0.009308775,0.001370613,16978767
15-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.057080463,0.173251763,0.06534384,0,0.059689922,0.084565629,0.058597976,0.343386987,0,0.380722614,0,0,0.027049918,0.247114676,0.001484833,0,0.219858156,0.163616271,0.019883359,0.251813463,0,0.259239239,0,0,0.112232717,0.040694789,0.116104004,0.019891308,0.008000388,0,0,0.032735352,0.02751981,0,0,0.015617926,0.009863978,0.00584026,17185611
16-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.058600685,0.172165374,0.067751245,0,0.058527132,0.107462678,0.058676026,0.337554078,0,0.371031822,0,0,0.02593176,0.240447365,0.001315092,0,0.203900709,0.136380463,0.020295755,0.240247737,0,0.21426404,0,0,0.131566229,0.050577193,0.197937735,0.962377139,0.004150993,0,0,0.042356302,0.050891168,0,0,0.021054981,0.517665994,0.003286917,18576675
17-06-2022,0.27,0.166666667,0.67,0.72,1,0,0.054668483,0.169504024,0.054682477,0,0.068217054,0.064215911,0.058649961,0.421723099,0,0.366481535,0.059692744,0,0.026461911,0.234233966,0.001314007,0,0.25177305,0.069412386,0.0187761,0.333227428,0,0.226146166,0.066654512,0,0.091513181,0.028201532,0.062121577,0.009907228,0.052877253,0,0,0.075181792,0.028275633,0,0,0.020783989,0.009434362,0.074124474,15632599
18-06-2022,0.27,0.083333333,0.67,0.72,1,0,0.050300059,0.17288761,0.047804178,0,0.069767442,0.038625942,0.058621498,0.505134736,0,0.342032352,0,0,0.025670029,0.231190517,0.001233746,0,0.250886525,0.057898548,0.018567527,0.352983652,0,0.2060125,0,0,0.084903054,0.016118244,0.010503177,0,0,0,0,0.016683401,0.002004086,0,0,0.004979661,0,0,12099120
